aggregated	self	category	text
98.79%	0.00%	1	b	Oh well -
98.79%	0.00%	1	b^m	watchi- -
98.79%	0.00%	1	bf	<Laughter>  [ You have + you have ] four machines around you
98.80%	0.00%	1	bf	Definitely when it's cool
98.80%	0.00%	1	b^m	The best you can yeah
98.80%	0.00%	1	b	{D Anyway } <<very faintly>>
98.80%	0.00%	1	bf	[ The + {F uh } the ]  supports -
98.81%	0.00%	1	ba	{F Oh } my [ g- +  goodness ]
98.81%	0.00%	1	b^m	You are <laughter> now
98.81%	0.00%	1	bh	You're kidding?
98.81%	0.00%	1	bf	{C But } it sounds like {D you know } [ you + you ] learned from it
98.81%	0.00%	1	b^m	It's time to  replace it
98.82%	0.00%	1	b^m	Eat at six  yeah
98.82%	0.00%	1	b	{C And } -
98.82%	0.00%	1	b	then be gone
98.82%	0.00%	1	ba	I think that's really important
98.82%	0.00%	1	bd	[ [ Not + not ]
98.83%	0.00%	1	b	<Clanging>  Right
98.83%	0.00%	1	bf	That's kind of the way they do it
98.83%	0.00%	1	ba	That's very smart
98.83%	0.00%	1	ba	{D Well } that would be good
98.83%	0.00%	1	b	Yeah <whistling>
98.84%	0.00%	1	ba	That is kind of an idea
98.84%	0.00%	1	bk	{F Oh } good
98.84%	0.00%	1	ba	{F Oh } wow gosh
98.84%	0.00%	1	br	Do what now?
98.85%	0.00%	1	ba	That looks good too
98.85%	0.00%	1	ba	Don't blame you <<very faint>>
98.85%	0.00%	1	b	Oh ((   ))
98.85%	0.00%	1	ba	{F Oh } {D well } that's a nice computer
98.85%	0.00%	1	ba	<Throat_clearing> {F Oh } yeah
98.86%	0.00%	1	br	{C And } {F uh } what?
98.86%	0.00%	1	bh	{F Oh } you've been there --
98.86%	0.00%	1	bh	Have they?
98.86%	0.00%	1	ba	wonderful
98.86%	0.00%	1	bf	As opposed to what we were twenty years ago
98.87%	0.00%	1	ba	Woo
98.87%	0.00%	1	ba	{D Well } that sounds great Ellen
98.87%	0.00%	1	ba	God forbid
98.87%	0.00%	1	bf	{F Oh } they come up here
98.87%	0.00%	1	ba	{F Uh } I can understand <baby>
98.88%	0.00%	1	ba	{F Oh }  Nice
98.88%	0.00%	1	ba	{F Oh } my  goodness
98.88%	0.00%	1	b^m	Better than nothing
98.88%	0.00%	1	b^m	{F Oh } north Dallas
98.89%	0.00%	1	ba	Ugh!
98.89%	0.00%	1	ba	{D Well } wouldn't you know <laughter>
98.89%	0.00%	1	ba	{D Well } that's pretty  ((   ))
98.89%	0.00%	1	b	<Laughter> Oops <laughter>
98.89%	0.00%	1	ba	{F Oh } {D well } -
98.90%	0.00%	1	ba	<Laughter> That's psychedelic
98.90%	0.00%	1	b^m	Amarillo
98.90%	0.00%	1	b	Yes <breathing>
98.90%	0.00%	1	b^m	Always worked
98.90%	0.00%	1	bf	As opposed to the [ corporat- + insurance  ] paying the bills
98.91%	0.00%	1	bh	Why get rid of him now?
98.91%	0.00%	1	bf	bad knee <laughter>
98.91%	0.00%	1	ba	{F Oh } {D well } [ that +   that's ] nice  <laughter> {D you know }
98.91%	0.00%	1	ba	{D Well } that's a nice way of putting it
98.91%	0.00%	1	bf	{C So } you have to go to a lesser engineering school
98.92%	0.00%	1	ba	{F Uh } that's neat
98.92%	0.00%	1	bk	{F Oh } Okay
98.92%	0.00%	1	b	Yellow peppers  {F huh }
98.92%	0.00%	1	ba	I'll bet they are
98.93%	0.00%	1	b^m	Oldsmobiles
98.93%	0.00%	1	b	No {F uh }
98.93%	0.00%	1	bf	<Laughter>    You know right away  what you want <laughter>
98.93%	0.00%	1	bf	the smokestacks or the exhaust pipes
98.93%	0.00%	1	bf	you've found something else
98.94%	0.00%	1	bf	All split
98.94%	0.00%	1	ba	{D Well } that's real good
98.94%	0.00%	1	bh	{F Oh } <laughter> really?
98.94%	0.00%	1	ba	That's probably true
98.94%	0.00%	1	bf	dead's dead
98.95%	0.00%	1	b	Take them out
98.95%	0.00%	1	ba	{F Oh } cool <noise>
98.95%	0.00%	1	b^m	Physics
98.95%	0.00%	1	b	yes  <laughter>
98.95%	0.00%	1	bf	Cheering you on and stuff
98.96%	0.00%	1	ba	{F Oh } that would be a mess
98.96%	0.00%	1	b^m	Dutch irises
98.96%	0.00%	1	bf	-- you want to buy American
98.96%	0.00%	1	ba	{F Oh } my Lord
98.97%	0.00%	1	bf	he may be retired
98.97%	0.00%	1	bh	{F Oh } do you really?
98.97%	0.00%	1	bf	Lunch bags
98.97%	0.00%	1	b^m	<Laughter> Care provider
98.97%	0.00%	1	ba	I don't blame you not nowadays
98.98%	0.00%	1	ba	{F Oh } my really!
98.98%	0.00%	1	b	A hamster
98.98%	0.00%	1	ba	{F Oh } what would be interesting
98.98%	0.00%	1	b^m	Homes
98.98%	0.00%	1	bf	You mean more money for that means less for cancer or -
98.99%	0.00%	1	bf	{D Well } that sounds like you all really have [ a + a ]  great system worked out there
98.99%	0.00%	1	b^m	On the others
98.99%	0.00%	1	ba	That's right --
98.99%	0.00%	1	b	[ That + that ] maybe true
98.99%	0.00%	1	ba	[ That's a + that's an  ] interesting concept
99.00%	0.00%	1	ba	The devastation
99.00%	0.00%	1	ba	{D well } that's really neat
99.00%	0.00%	1	bf	Right back to them
99.00%	0.00%	1	b	Okay  --
99.01%	0.00%	1	b	{D Well }
99.01%	0.00%	1	bh	{F Oh } she did?
99.01%	0.00%	1	bk	[ W- + ] yeah
99.01%	0.00%	1	b^m	The news
99.01%	0.00%	1	ba	[ that + that's ] a tough situation
99.02%	0.00%	1	br	Of hyacinths?
99.02%	0.00%	1	b^m	Senior
99.02%	0.00%	1	bf	You  do exercise
99.02%	0.00%	1	ba	<Laughter> [ That's + that's ] kind of hard <laughter>
99.02%	0.00%	1	bf	and your work schedule is -
99.03%	0.00%	1	bf	you could take a little longer   And  -
99.03%	0.00%	1	bk	{F Oh } do you
99.03%	0.00%	1	bf	{C Or } [ the + {F uh } {D you know }  the ] Catholics and the Protestants up in Ireland
99.03%	0.00%	1	b^m	A pickup {faint}
99.04%	0.00%	1	b^m	Two kids
99.04%	0.00%	1	bf	You have a lot good experiences from that
99.04%	0.00%	1	b	{F Oh } okay  ((   ))
99.04%	0.00%	1	ba	{F Oh } I bet it is
99.04%	0.00%	1	bf	{C So } [ you + you ] had a lot of games and things you played -
99.05%	0.00%	1	bf	{F Oh } Chris Xeros
99.05%	0.00%	1	ba	That makes sense too
99.05%	0.00%	1	ba	That speaks
99.05%	0.00%	1	ba	{D Well } {D see } that's something else
99.05%	0.00%	1	bk	Okay <throat_clearing>
99.06%	0.00%	1	b	{F Um } right
99.06%	0.00%	1	bh	{F Oh } she was
99.06%	0.00%	1	ba	{F Oh } that's really too bad
99.06%	0.00%	1	ba	{F Oh } that's marvelous
99.06%	0.00%	1	ba	-- {C and } [ it's + it's ] a very good point
99.07%	0.00%	1	ba	I would imagine it is
99.07%	0.00%	1	ba	<Noise> <<like something fell>>  Oh! <<very faintly>>
99.07%	0.00%	1	bf	{C And then } do it
99.07%	0.00%	1	bf	Preparing it
99.08%	0.00%	1	ba	Right <laughter>
99.08%	0.00%	1	bf	{C so } she took it with her <laughter>
99.08%	0.00%	1	b^m	choirs
99.08%	0.00%	1	ba	<Laughter>  I know the feeling
99.08%	0.00%	1	bh	isn't that terrible
99.09%	0.00%	1	ba	I bet it was
99.09%	0.00%	1	b	<Noise> <<background>> Uh-huh
99.09%	0.00%	1	bf	If you want to
99.09%	0.00%	1	b^m	damp
99.09%	0.00%	1	b	<Laughter>  Huh-uh
99.10%	0.00%	1	ba	The kind you have sounds very  interesting though
99.10%	0.00%	1	b	{F Oh } <laughter> I see
99.10%	0.00%	1	bf	{C So } it's gone down
99.10%	0.00%	1	bf	Three hundred and fifty dollars {whispers}
99.10%	0.00%	1	bf	telephone -
99.11%	0.00%	1	b	<Breathing> Okay
99.11%	0.00%	1	b	{F Oh } that
99.11%	0.00%	1	bf	you didn't want to cook
99.11%	0.00%	1	b	{F Oh } yeah {F uh }
99.12%	0.00%	1	b	{D well }  yeah
99.12%	0.00%	1	bf	[ Y- +  {D so } you're ] saying  [ yo- +  you ] think the judge should actually have the final say?
99.12%	0.00%	1	ba	{F Oh } my heavens
99.12%	0.00%	1	ba	{F Oh } boy that is wonderful
99.12%	0.00%	1	b^m	SECRET STORM
99.13%	0.00%	1	bf	That much land requires an awful lot of time
99.13%	0.00%	1	bf	{C So } they would just pick whatever  issue  kind of was at a  -
99.13%	0.00%	1	ba	Must have been terrible
99.13%	0.00%	1	b	<<Very faint>> {F oh } yeah
99.13%	0.00%	1	b^m	Thirty
99.14%	0.00%	1	b	Right <<pause>>
99.14%	0.00%	1	bf	{C And } get away without embarrassing yourself
99.14%	0.00%	1	b	Ha
99.14%	0.00%	1	bf	You feel like   <laughter>
99.14%	0.00%	1	b^m	Best friends now
99.15%	0.00%	1	bf	your whole family can enjoy those hobbies
99.15%	0.00%	1	ba	{D well } then
99.15%	0.00%	1	ba	{D Well } good luck to you in pursuing your nursing degree
99.15%	0.00%	1	ba	{D well }  [ that sounds pretty
99.16%	0.00%	1	bf	{F Oh } you are
99.16%	0.00%	1	b	Yeah    {D Well }
99.16%	0.00%	1	b^m	{F Oh } <gasp> improve upon that?
99.16%	0.00%	1	b	yeah  {F oh }
99.16%	0.00%	1	b	</Noise> Uh-huh
99.17%	0.00%	1	bf	[ the b- + the bureaucracy ]
99.17%	0.00%	1	bk	{F Hm } okay
99.17%	0.00%	1	bh	{D Well } really
99.17%	0.00%	1	bf	That's very spicy too
99.17%	0.00%	1	bf	Control
99.18%	0.00%	1	b	Okay  <laughter>   {F Uh }
99.18%	0.00%	1	ba	-- {F oh } boy
99.18%	0.00%	1	ba	{D Well } that's a change then
99.18%	0.00%	1	b	Man!
99.18%	0.00%	1	bf	[ that's + that's
99.19%	0.00%	1	ba	{D Gee } like starting over  I guess
99.19%	0.00%	1	bf	All done in advance
99.19%	0.00%	1	ba	{F Oh } boy you do have a strange wiring problem there
99.19%	0.00%	1	ba	gosh -
99.20%	0.00%	1	ba	{F Oh } of course not
99.20%	0.00%	1	ba	How weird
99.20%	0.00%	1	bf	school buses and the -
99.20%	0.00%	1	bf	[ {C So } you all are into
99.20%	0.00%	1	ba	{F Oh } you do {F huh }
99.21%	0.00%	1	bf	That throws the budget out of whack real fast
99.21%	0.00%	1	ba	my goodness
99.21%	0.00%	1	b^m	technical -
99.21%	0.00%	1	b	Okay </hum> </breathing>
99.21%	0.00%	1	ba	That's not bad either
99.22%	0.00%	1	ba	{D Well } jeez
99.22%	0.00%	1	ba	That's a lot of fun
99.22%	0.00%	1	bk	Good
99.22%	0.00%	1	bf	kind of hard that way
99.22%	0.00%	1	bf	{F Oh } {C so } [ the aerobics +  the impact ] would not be good
99.23%	0.00%	1	ba	{F Oh } I  know
99.23%	0.00%	1	ba	That would be neat
99.23%	0.00%	1	b	Yeah <screeching>
99.23%	0.00%	1	bf	Go out and  lust after it
99.24%	0.00%	1	ba	<Gasp> {F Oh } my goodness
99.24%	0.00%	1	ba	I bet he's enjoyed having it that way --
99.24%	0.00%	1	bh	Isn't that a shame
99.24%	0.00%	1	b	Right <clanging>
99.24%	0.00%	1	ba	{D Well } [ that's +   {F uh } that's ] unfortunate
99.25%	0.00%	1	ba	{F Huh }  It really is
99.25%	0.00%	1	bf	{F Oh } {C so } you think it was fear that kept Iraq from -
99.25%	0.00%	1	b	Up here?
99.25%	0.00%	1	ba	I see what you're saying
99.25%	0.00%	1	ba	</Child_crying> <laughter> [ Proba- + we probably ] will
99.26%	0.00%	1	br	Yes?
99.26%	0.00%	1	bf	Lexus is a Toyota subbrand
99.26%	0.00%	1	ba	Congratulations
99.26%	0.00%	1	b	Yeah <dishes>
99.26%	0.00%	1	ba	[  I --
99.27%	0.00%	1	bf	It'll go through the slot
99.27%	0.00%	1	ba	<Thumping> Nice
99.27%	0.00%	1	b	<Throat_clearing>  Okay
99.27%	0.00%	1	ba	{F oh } what a mess
99.28%	0.00%	1	ba	That is a very good point
99.28%	0.00%	1	ba	<Laughter>  That's an interesting notion
99.28%	0.00%	1	ba	it's a good idea
99.28%	0.00%	1	ba	<Laughter> How fun
99.28%	0.00%	1	b	{F Oh } does
99.29%	0.00%	1	bf	Bet they hated that
99.29%	0.00%	1	ba	Ah!
99.29%	0.00%	1	ba	How  nice
99.29%	0.00%	1	b	{C so }   Yeah
99.29%	0.00%	1	b^m	that -
99.30%	0.00%	1	b	Well uh  -
99.30%	0.00%	1	ba	<Lipsmack> {F Oh } it's tough
99.30%	0.00%	1	bf	[ if +  if ] it's on the  credit card it doesn't seem like it's money out of your pocket
99.30%	0.00%	1	b	<Breathing>  <laughter>  Okay
99.30%	0.00%	1	bf	{D Well } that sounds like you must feel really good about it
99.31%	0.00%	1	b^m	No slacks
99.31%	0.00%	1	b^m	Buccaneers
99.31%	0.00%	1	ba	-- that'll be very nice
99.31%	0.00%	1	ba	{E I mean } at least they're trying
99.32%	0.00%	1	ba	{F Oh } I love  home [ gro- + grown ] tomatos
99.32%	0.00%	1	bf	when it's time
99.32%	0.00%	1	b	Oh yes
99.32%	0.00%	1	b	<Throat_clearing> Right
99.32%	0.00%	1	bf	We passed them on to us
99.33%	0.00%	1	br	{F Oh } when did it happen?
99.33%	0.00%	1	ba	very seriously -
99.33%	0.00%	1	b	{F Oh }  Okay
99.33%	0.00%	1	ba	That's a really pretty area too
99.33%	0.00%	1	bd	{F Oh } that's <laughter> all right
99.34%	0.00%	1	b^m	Live <laughter> in Florida
99.34%	0.00%	1	bh	You are
99.34%	0.00%	1	b	{F Oh } Lord {E I mean } yeah
99.34%	0.00%	1	ba	That's unusual <laughter>
99.34%	0.00%	1	b	Ri- -
99.35%	0.00%	1	ba	{F Oh } I'll be darn
99.35%	0.00%	1	b^m	{F oh } yeah
99.35%	0.00%	1	b^m	{F Oh } the same type of church
99.35%	0.00%	1	ba	{D Well } that is not much
99.36%	0.00%	1	ba	{F Oh }  me
99.36%	0.00%	1	ba	I see {F uh } -
99.36%	0.00%	1	b	{F Oh }  Uh-huh
99.36%	0.00%	1	ba	{F Oh } you're adventurous
99.36%	0.00%	1	bh	[ Is + is  ] it?
99.37%	0.00%	1	bf	{D Okay } you say you're going to buy a new car
99.37%	0.00%	1	ba	{D well } that's good to know
99.37%	0.00%	1	b^m	{C And } there's just no rea- {E I mean }  -
99.37%	0.00%	1	ba	Unfortunately that's probably true
99.37%	0.00%	1	bf	Whatever you like {F huh? }
99.38%	0.00%	1	ba	{F Oh } my {F um } -
99.38%	0.00%	1	b	[ U- + uh-huh ]
99.38%	0.00%	1	b	<Throat_clearing>  Sure
99.38%	0.00%	1	ba	{F Oh } really <laughter>
99.38%	0.00%	1	b^m	Cliff I see
99.39%	0.00%	1	b^m	Die
99.39%	0.00%	1	b	{D (( Well ))
99.39%	0.00%	1	ba	San Antonio!
99.39%	0.00%	1	ba	{D well } that's a good deal
99.40%	0.00%	1	bf	<Laughter> See what we can come up with
99.40%	0.00%	1	ba	Ooh that sounds good
99.40%	0.00%	1	b	good to hear
99.40%	0.00%	1	ba	That's probably the safer way
99.40%	0.00%	1	ba	boy  </noise>  <laughter>
99.41%	0.00%	1	ba	that's really neat
99.41%	0.00%	1	bh	Is  that right?
99.41%	0.00%	1	b^m	{F Uh } ha
99.41%	0.00%	1	b	Uh-huh <noise> <<water sound>>
99.41%	0.00%	1	bf	{F Um } {C so } your since is [ that the + that {F uh } the ] loan guaranties [ which + ] really  were accounts guaranties
99.42%	0.00%	1	ba	that's really true
99.42%	0.00%	1	b	Public school
99.42%	0.00%	1	b^m	{D Well } we stay within our  means
99.42%	0.00%	1	bf	{C So } you had the same one {F huh }
99.42%	0.00%	1	b	oh <laughter>
99.43%	0.00%	1	ba	[ that's + that's  ] for sure
99.43%	0.00%	1	ba	Oh that's wonderful <breathing> <laughter>
99.43%	0.00%	1	ba	Sometimes it's good just to have everything out on the table
99.43%	0.00%	1	ba	{F Oh } my goodness  <<faint>>
99.44%	0.00%	1	bf	It would probably be a lot more work  and probably not turn out as good
99.44%	0.00%	1	bf	<Laughter> So ugly she's cute
99.44%	0.00%	1	ba	That feels really good
99.44%	0.00%	1	b	<Clanging>  Yes
99.44%	0.00%	1	b^m	Keeping fish  ((   ))  -
99.45%	0.00%	1	ba	-- that would be wonderful in these times <laughter>
99.45%	0.00%	1	ba	Wholly smoke
99.45%	0.00%	1	bf	Raleigh Durham
99.45%	0.00%	1	ba	Really bad
99.45%	0.00%	1	ba	<Breathing> Gosh
99.46%	0.00%	1	b	{F Oh } {C but } -
99.46%	0.00%	1	b	{F Huh }    <<faintly>>
99.46%	0.00%	1	ba	That sounds pretty good
99.46%	0.00%	1	b	[ R- + right ]
99.46%	0.00%	1	b	<Static> Uh-huh
99.47%	0.00%	1	ba	Ow
99.47%	0.00%	1	b	{D Well } {F uh } [ I + {F uh } yeah
99.47%	0.00%	1	bf	{C because } it's not next day they have the start  the trial it's X number of months and just prolongs the situation that much more
99.47%	0.00%	1	b	-- on your Commodore
99.48%	0.00%	1	b	{F Huh } {F oh } {D well }
99.48%	0.00%	1	b	You  never [ nee- + even needed ] it
99.48%	0.00%	1	b^m	Then you'll never leave
99.48%	0.00%	1	ba	(( I see ))
99.48%	0.00%	1	bf	Find out [ what + ] {D you know } if you have been taking some kind of medication and {D you know } if that would effect  it and everything
99.49%	0.00%	1	ba	{D Well } that's something -
99.49%	0.00%	1	b^m	[ That's + that's ] social change
99.49%	0.00%	1	bf	that you had ever been
99.49%	0.00%	1	ba	{F Oh } I can imagination
99.49%	0.00%	1	b^m	families
99.50%	0.00%	1	ba	{F Oh } gee-whiz
99.50%	0.00%	1	ba	{C But } {F uh } boy
99.50%	0.00%	1	ba	{F Wow } yeah
99.50%	0.00%	1	ba	{F Wow } [ [ that's + that's ] + that's ] a nice size carp
99.50%	0.00%	1	b^m	No more {F huh }
99.51%	0.00%	1	bf	Helps to at least set up -
99.51%	0.00%	1	bf	{F Oh } it's just that that just happens to be what the fish like this year
99.51%	0.00%	1	bf	Instead of being carried <laughter>
99.51%	0.00%	1	b	You're a junior
99.52%	0.00%	1	ba	-- that's great
99.52%	0.00%	1	bf	he wanted  (( new one ))  -
99.52%	0.00%	1	b	-- yeah <laughter>
99.52%	0.00%	1	ba	Holy mackerel
99.52%	0.00%	1	b^m	Six foot
99.53%	0.00%	1	ba	That's kind of funny <laughter>
99.53%	0.00%	1	bf	Immediately
99.53%	0.00%	1	b^m	{D Well } I think  we're about done
99.53%	0.00%	1	bf	{C And } they always have surprises for you
99.53%	0.00%	1	bf	Word processing
99.54%	0.00%	1	b	You did
99.54%	0.00%	1	bf	{C And } you could get there
99.54%	0.00%	1	bf	That still does it
99.54%	0.00%	1	b	<Lipsmack> Yes
99.54%	0.00%	1	bf	[ it would
99.55%	0.00%	1	bf	you did it manually
99.55%	0.00%	1	bf	{F Oh } a entertainment type center?
99.55%	0.00%	1	br	It is what you look for?
99.55%	0.00%	1	ba	[ That's + that's ] excellent
99.56%	0.00%	1	b^m	Flower Mound
99.56%	0.00%	1	bh	Isn't that great?
99.56%	0.00%	1	ba	{F Oh } I didn't realize -
99.56%	0.00%	1	b^m	Grandmother  -- -
99.56%	0.00%	1	bf	{F Oh } she had all of those types of vegetables
99.57%	0.00%	1	b	I know it
99.57%	0.00%	1	b^m	My green beans?
99.57%	0.00%	1	bk	{F Oh } we both do
99.57%	0.00%	1	ba	<Laughter> You're right
99.57%	0.00%	1	b^m	A junk room
99.58%	0.00%	1	bh	Yes?
99.58%	0.00%	1	ba	that's  great
99.58%	0.00%	1	ba	that's probably true
99.58%	0.00%	1	b	{F Oh } alright
99.58%	0.00%	1	bf	It didn't do you any good now does it?
99.59%	0.00%	1	b	{D well } yes
99.59%	0.00%	1	b	</TV>  Right
99.59%	0.00%	1	b	{F Uh } <noise>
99.59%	0.00%	1	ba	{D Well } that is a good idea
99.60%	0.00%	1	ba	<<Very faint>> {D well } that's a neat idea
99.60%	0.00%	1	b	{F Oh } <laughter> really
99.60%	0.00%	1	ba	Not fun <laughter>
99.60%	0.00%	1	bf	{C So } you've been fairly happy with it
99.60%	0.00%	1	ba	sounds too good
99.61%	0.00%	1	bf	Sounds [ like he + ] that you were right <laughter>
99.61%	0.00%	1	ba	{F Oh }  ((   ))  really pretty
99.61%	0.00%	1	b	{F Uh } Uh-huh
99.61%	0.00%	1	b	<Laughter> Yeah <Sniffing>
99.61%	0.00%	1	bf	that make a lot of difference
99.62%	0.00%	1	bk	<<Very faint>> {F Huh }
99.62%	0.00%	1	b	--  {F huh }
99.62%	0.00%	1	ba	Give me a break
99.62%	0.00%	1	b	{F Oh } didn't you
99.62%	0.00%	1	ba	Oh I know
99.63%	0.00%	1	bf	[ They + they ] just don't want to be drug tested
99.63%	0.00%	1	ba	that's a lot
99.63%	0.00%	1	ba	Isn't that strange
99.63%	0.00%	1	bf	the automobile regulatory agencies or something
99.64%	0.00%	1	bh	You do not think so  ?
99.64%	0.00%	1	bf	{C and } sometimes it might be the picnic out bac
99.64%	0.00%	1	bd	{D Well } [ I was
99.64%	0.00%	1	b	Yes <cough>
99.64%	0.00%	1	ba	Thanks a lot <laughter>
99.65%	0.00%	1	ba	{D Well } that's real interesting
99.65%	0.00%	1	bf	if you filed that letter with  them then they will kind of -
99.65%	0.00%	1	b^m	the fast breaks [ and + and ] -
99.65%	0.00%	1	bk	You're a sophomore
99.65%	0.00%	1	b	Pop-up
99.66%	0.00%	1	ba	Correct
99.66%	0.00%	1	b^m	Is that on tape <laughter>
99.66%	0.00%	1	b	Okay {F uh }
99.66%	0.00%	1	b	Ah okay
99.66%	0.00%	1	b	Uh-huh <baby_crying>
99.67%	0.00%	1	ba	Oh my gosh <gasp>
99.67%	0.00%	1	b	<Laughter>  {F Oh } I know it <laughter>
99.67%	0.00%	1	bf	{C so } you got a little bit of a  gap there between -
99.67%	0.00%	1	br	Pardon  me?
99.68%	0.00%	1	ba	That's sort of nice though <laughter>
99.68%	0.00%	1	ba	that's pretty decent
99.68%	0.00%	1	ba	That's very cool
99.68%	0.00%	1	ba	{F Oh } {D well } that sounds great
99.68%	0.00%	1	b	You are
99.69%	0.00%	1	b	Do you
99.69%	0.00%	1	b^m	-- huh-uh
99.69%	0.00%	1	ba	that's good too
99.69%	0.00%	1	ba	I would think so <laughter>
99.69%	0.00%	1	bf	{C so } you got some lakes around you can do that on
99.70%	0.00%	1	bf	Something inexpensive
99.70%	0.00%	1	ba	{F Uh } quite large
99.70%	0.00%	1	ba	That will be interesting
99.70%	0.00%	1	br	I beg you pardon?
99.71%	0.00%	1	b^m	FIVE HEARTBEATS?
99.71%	0.00%	1	bf	Nevertheless you maintain that [ it's + it is ] the right [ of + of ] any citize
99.71%	0.00%	1	ba	that's a big difference
99.71%	0.00%	1	bf	It's enough space for two people <laughter>
99.71%	0.00%	1	b	<Baby>  Uh-huh
99.72%	0.00%	1	b	Out of each child
99.72%	0.00%	1	br	{D So } you went to what college?
99.72%	0.00%	1	ba	{F Oh } {D boy }
99.72%	0.00%	1	bf	Illegal or something  like that
99.72%	0.00%	1	b^m	Sixty eighty
99.73%	0.00%	1	ba	That helps
99.73%	0.00%	1	b^m	Arlington
99.73%	0.00%	1	ba	That's difficult
99.73%	0.00%	1	b^m	All week
99.73%	0.00%	1	ba	--  that's good
99.74%	0.00%	1	br	[ I am + I am  ] sorry?
99.74%	0.00%	1	ba	That is incredible
99.74%	0.00%	1	bf	{F Oh } they just painted over varnished wood
99.74%	0.00%	1	ba	<Screeching> {F Oh } boy
99.75%	0.00%	1	bf	More than what it's worth?
99.75%	0.00%	1	bd	you're okay
99.75%	0.00%	1	b^m	The me decade
99.75%	0.00%	1	bf	it's so slow that you just get bored {D you know }
99.75%	0.00%	1	bf	Not so much still trying to translate old texts as  just trying to translate modern versions into other languages
99.76%	0.00%	1	b	{F oh } okay
99.76%	0.00%	1	bf	{C and } the parent really needs to be there for the child
99.76%	0.00%	1	b^m	A C D C <laughter>
99.76%	0.00%	1	ba	{C and } ugh
99.76%	0.00%	1	ba	That'll be good
99.77%	0.00%	1	ba	{F Oh } that'd be awful
99.77%	0.00%	1	bf	<Laughter> {D So } that was it
99.77%	0.00%	1	bf	Hard -
99.77%	0.00%	1	b^m	Mitzi
99.77%	0.00%	1	ba	<Laughter>  Gee
99.78%	0.00%	1	ba	That's sounds good
99.78%	0.00%	1	b^m	by Jane Austen
99.78%	0.00%	1	bf	[ you + {C so } you ] saw a fair number of troubled kids
99.78%	0.00%	1	br	Newspapers?
99.79%	0.00%	1	bf	Poor kid was in school all day
99.79%	0.00%	1	bf	{C But } I gather  you do not separate  {F uh } the bottles and cans
99.79%	0.00%	1	ba	{D Well } it's helpful
99.79%	0.00%	1	br	How did I hear about it?
99.79%	0.00%	1	ba	{F Oh } [ that is + that sounds ] really fun
99.80%	0.00%	1	ba	That's very good
99.80%	0.00%	1	br	Who?
99.80%	0.00%	1	ba	<Laughter>   {D Well } good for him
99.80%	0.00%	1	b	[ I'm + I'm ] sure
99.80%	0.00%	1	ba	(( You bet ))
99.81%	0.00%	1	b	Good self help
99.81%	0.00%	1	bf	{E I mean } your husband is not getting to spend as much time at home as he'd want to
99.81%	0.00%	1	ba	{D Well } [ great + great ]
99.81%	0.00%	1	ba	{F Oh } my  <laughter>
99.81%	0.00%	1	ba	{D Well } those are just -
99.82%	0.00%	1	bf	{C So } that explains [ wha- + ] all the {F uh } computer assignments
99.82%	0.00%	1	b	{D Well } then yes
99.82%	0.00%	1	bf	We'll go somewhere else
99.82%	0.00%	1	b	<Noise>  {F Oh } really
99.83%	0.00%	1	ba	{D Well } that's understandable
99.83%	0.00%	1	bh	{F Oh } it was?
99.83%	0.00%	1	b	Yeah {F Um }
99.83%	0.00%	1	ba	Great <<faint>>
99.83%	0.00%	1	b	{F Um } yes
99.84%	0.00%	1	b	<Noise> Sure
99.84%	0.00%	1	b	{F Oh } <laughter> {F oh }
99.84%	0.00%	1	b	Yeah <<Voices fade>>
99.84%	0.00%	1	ba	{D Well } isn't that neat
99.84%	0.00%	1	bf	On the out  -
99.85%	0.00%	1	b^m	Finance
